Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Claro;Colombia;;mar-22;1011255;299111;all;N/A;median;299111;13;94.628;74554;21784;74.55;21.78
Claro;Cali, Cali, Valle del Cauca, Colombia;;mar-22;62919;17852;all;N/A;median;17852;18;102.229;67919;21758;67.92;21.76
Claro;Cartagena, Cartagena, Bolívar, Colombia;;mar-22;3439;1045;all;N/A;median;1045;10;92.932;63606;21234;63.61;21.23
Claro;Medellín, Medellin, Antioquia, Colombia;;mar-22;69711;21697;all;N/A;median;21697;11;91.959;67201;22229;67.20;22.23
Claro;Bogotá, Bogota, Colombia;;mar-22;399293;122645;all;N/A;median;122645;11;82.437;78896;21810;78.90;21.81
Tigo;Colombia;;mar-22;567508;162435;all;N/A;median;162435;13;10.775;61442;11918;61.44;11.92
Tigo;Cali, Cali, Valle del Cauca, Colombia;;mar-22;29550;8540;all;N/A;median;8540;16;10.75;48818;10499;48.82;10.50
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;mar-22;11818;3470;all;N/A;median;3470;11;11.225;60258;11552;60.26;11.55
Tigo;Medellín, Medellin, Antioquia, Colombia;;mar-22;142349;45608;all;N/A;median;45608;9;96.583;65516;13528;65.52;13.53
Tigo;Bogotá, Bogota, Colombia;;mar-22;70193;21839;all;N/A;median;21839;10;7.377;64118;11482;64.12;11.48
ETB;Colombia;;mar-22;374829;112798;all;N/A;median;112798;4;4.875;92132;93315;92.13;93.32
ETB;Cali, Cali, Valle del Cauca, Colombia;;mar-22;516;48;all;N/A;median;48;14;165.375;18664;23096;18.66;23.10
ETB;Medellín, Medellin, Antioquia, Colombia;;mar-22;2080;856;all;N/A;median;856;4;64.843;78661;70583;78.66;70.58
ETB;Bogotá, Bogota, Colombia;;mar-22;349006;106377;all;N/A;median;106377;4;46.537;93261;94102;93.26;94.10
All Providers Combined;Colombia;;Apr 2022;2614112;720589;all;N/A;median;720589;12;98.125;73038;23293;73.04;23.29
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;148169;41789;all;N/A;median;41789;19;101.125;70590;21749;70.59;21.75
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;23615;6822;all;N/A;median;6822;13;133.875;74982;21447;74.98;21.45
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;256977;80028;all;N/A;median;80028;11;10.6;70015;20421;70.02;20.42
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2022;942982;283307;all;N/A;median;283307;8;7.05;89360;31077;89.36;31.08
Movistar;Colombia;;Apr 2022;386925;113182;all;N/A;median;113182;17;100.667;108664;94470;108.66;94.47
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;34135;11121;all;N/A;median;11121;19;78.167;140661;119069;140.66;119.07
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;10044;3159;all;N/A;median;3159;38;148.417;92525;85371;92.53;85.37
Movistar;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;35259;9493;all;N/A;median;9493;15;103.937;209217;201375;209.22;201.38
Movistar;Bogotá, Bogota, Colombia;;Apr 2022;102007;30331;all;N/A;median;30331;6;5.75;155901;136097;155.90;136.10
Claro;Colombia;;Apr 2022;1019061;304117;all;N/A;median;304117;13;92.541;79736;22317;79.74;22.32
Claro;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;64686;17754;all;N/A;median;17754;21;98.625;72495;21280;72.50;21.28
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;3040;890;all;N/A;median;890;10;98.396;64143;22125;64.14;22.13
Claro;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;65241;21101;all;N/A;median;21101;11;9.15;70848;25766;70.85;25.77
Claro;Bogotá, Bogota, Colombia;;Apr 2022;398499;126457;all;N/A;median;126457;10;79.083;84222;23974;84.22;23.97
Tigo;Colombia;;Apr 2022;578283;163528;all;N/A;median;163528;13;114.721;61833;11808;61.83;11.81
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;30627;8504;all;N/A;median;8504;16;97.192;55593;10979;55.59;10.98
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;10288;3006;all;N/A;median;3006;11;12.75;63002;11774;63.00;11.77
Tigo;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;139145;45958;all;N/A;median;45958;10;101.417;64769;13218;64.77;13.22
Tigo;Bogotá, Bogota, Colombia;;Apr 2022;84460;25551;all;N/A;median;25551;10;76.171;62841;11141;62.84;11.14
ETB;Colombia;;Apr 2022;353113;107158;all;N/A;median;107158;4;5.325;93117;93788;93.12;93.79
ETB;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;179;31;all;N/A;median;31;11;8.5;41502;41865;41.50;41.87
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;1;1;all;N/A;median;1;4;;165507;160475;165.51;160.48
ETB;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;1507;672;all;N/A;median;672;4;66.641;91143;89929;91.14;89.93
ETB;Bogotá, Bogota, Colombia;;Apr 2022;327028;100604;all;N/A;median;100604;4;5.075;94242;94390;94.24;94.39
All Providers Combined;Colombia;;may-22;2488953;670894;all;N/A;median;670894;12;102.188;74160;25951;74.16;25.95
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-22;154680;41511;all;N/A;median;41511;20;115.917;67456;20731;67.46;20.73
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-22;23084;6410;all;N/A;median;6410;13;131.621;75815;23021;75.82;23.02
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-22;256030;77432;all;N/A;median;77432;11;10.2;74112;21840;74.11;21.84
All Providers Combined;Bogotá, Bogota, Colombia;;may-22;851729;257615;all;N/A;median;257615;8;6.95;90930;32008;90.93;32.01
Movistar;Colombia;;may-22;413380;114921;all;N/A;median;114921;16;100.125;113523;94549;113.52;94.55
Movistar;Cali, Cali, Valle del Cauca, Colombia;;may-22;36499;11164;all;N/A;median;11164;18;86.611;140702;94574;140.70;94.57
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;may-22;10364;3069;all;N/A;median;3069;38;128.333;94541;93030;94.54;93.03
Movistar;Medellín, Medellin, Antioquia, Colombia;;may-22;36741;9611;all;N/A;median;9611;16;83.458;201202;198265;201.20;198.27
Movistar;Bogotá, Bogota, Colombia;;may-22;109936;32156;all;N/A;median;32156;6;6.225;155075;133211;155.08;133.21
Claro;Colombia;;may-22;920676;270300;all;N/A;median;270300;13;97.283;80472;26128;80.47;26.13
Claro;Cali, Cali, Valle del Cauca, Colombia;;may-22;57223;16083;all;N/A;median;16083;23;103.875;73252;20565;73.25;20.57
Claro;Cartagena, Cartagena, Bolívar, Colombia;;may-22;2716;786;all;N/A;median;786;10;11.15;65528;25641;65.53;25.64
Claro;Medellín, Medellin, Antioquia, Colombia;;may-22;62396;20492;all;N/A;median;20492;10;94.333;71260;28285;71.26;28.29
Claro;Bogotá, Bogota, Colombia;;may-22;364632;114201;all;N/A;median;114201;11;80.541;84886;28238;84.89;28.24
Tigo;Colombia;;may-22;567210;154947;all;N/A;median;154947;13;122.358;61731;13048;61.73;13.05
Tigo;Cali, Cali, Valle del Cauca, Colombia;;may-22;41063;9535;all;N/A;median;9535;18;15.031;47759;12381;47.76;12.38
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;may-22;9704;2761;all;N/A;median;2761;11;134.423;61112;12644;61.11;12.64
Tigo;Medellín, Medellin, Antioquia, Colombia;;may-22;141199;44883;all;N/A;median;44883;9;100.875;69092;14916;69.09;14.92
Tigo;Bogotá, Bogota, Colombia;;may-22;61728;19527;all;N/A;median;19527;10;7.9;63157;11572;63.16;11.57
ETB;Colombia;;may-22;307685;97186;all;N/A;median;97186;4;46.937;93220;94057;93.22;94.06
ETB;Cali, Cali, Valle del Cauca, Colombia;;may-22;18;12;all;N/A;median;12;12;30.155;35510;63452;35.51;63.45
ETB;Cartagena, Cartagena, Bolívar, Colombia;;may-22;3;2;all;N/A;median;2;22;250.051;15486;21939;15.49;21.94
ETB;Medellín, Medellin, Antioquia, Colombia;;may-22;1744;715;all;N/A;median;715;10;91.375;31621;26698;31.62;26.70
ETB;Bogotá, Bogota, Colombia;;may-22;283744;90730;all;N/A;median;90730;4;44.125;94485;94601;94.49;94.60
All Providers Combined;Colombia;;jun-22;2232933;626883;all;N/A;median;626883;12;9.275;77159;28587;77.16;28.59
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-22;117744;35223;all;N/A;median;35223;18;9.675;75070;28867;75.07;28.87
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;21395;6327;all;N/A;median;6327;13;12.393;83007;25349;83.01;25.35
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-22;220385;69545;all;N/A;median;69545;11;83.833;76748;22365;76.75;22.37
All Providers Combined;Bogotá, Bogota, Colombia;;jun-22;772934;236580;all;N/A;median;236580;8;66.312;91887;32524;91.89;32.52
Movistar;Colombia;;jun-22;355783;109200;all;N/A;median;109200;16;84.712;116589;99125;116.59;99.13
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jun-22;29579;10057;all;N/A;median;10057;19;73.019;141274;128123;141.27;128.12
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;9536;3092;all;N/A;median;3092;37;117.824;105505;94602;105.51;94.60
Movistar;Medellín, Medellin, Antioquia, Colombia;;jun-22;29187;8729;all;N/A;median;8729;16;62.656;204175;198249;204.18;198.25
Movistar;Bogotá, Bogota, Colombia;;jun-22;95686;30768;all;N/A;median;30768;6;57.791;149809;133825;149.81;133.83
Claro;Colombia;;jun-22;824416;249882;all;N/A;median;249882;13;9.3;84342;29583;84.34;29.58
Claro;Cali, Cali, Valle del Cauca, Colombia;;jun-22;48228;14836;all;N/A;median;14836;19;9.375;78483;28766;78.48;28.77
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;2720;756;all;N/A;median;756;11;119.475;62291;27701;62.29;27.70
Claro;Medellín, Medellin, Antioquia, Colombia;;jun-22;53344;18133;all;N/A;median;18133;10;88.604;73332;29746;73.33;29.75
Claro;Bogotá, Bogota, Colombia;;jun-22;314822;98575;all;N/A;median;98575;11;8.05;88008;29975;88.01;29.98
Tigo;Colombia;;jun-22;491506;141666;all;N/A;median;141666;12;10;63905;13176;63.91;13.18
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jun-22;23894;6422;all;N/A;median;6422;15;99.625;52877;11154;52.88;11.15
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;8938;2655;all;N/A;median;2655;11;122.609;65750;13121;65.75;13.12
Tigo;Medellín, Medellin, Antioquia, Colombia;;jun-22;123077;40301;all;N/A;median;40301;9;77.895;74549;15254;74.55;15.25
Tigo;Bogotá, Bogota, Colombia;;jun-22;66115;20238;all;N/A;median;20238;10;7.8;62370;12409;62.37;12.41
ETB;Colombia;;jun-22;286719;90776;all;N/A;median;90776;4;41.523;93716;94323;93.72;94.32
ETB;Cali, Cali, Valle del Cauca, Colombia;;jun-22;36;21;all;N/A;median;21;12;85.291;67478;30487;67.48;30.49
ETB;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;1;1;all;N/A;median;1;4;18.369;91006;89782;91.01;89.78
ETB;Medellín, Medellin, Antioquia, Colombia;;jun-22;1801;630;all;N/A;median;630;7;8.125;32901;28692;32.90;28.69
ETB;Bogotá, Bogota, Colombia;;jun-22;266249;85367;all;N/A;median;85367;4;3.95;94594;94646;94.59;94.65
All Providers Combined;Colombia;;jul-22;2273322;633679;all;N/A;median;633679;12;9;83570;29195;83.57;29.20
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jul-22;121377;36476;all;N/A;median;36476;18;96.113;77511;28336;77.51;28.34
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jul-22;22627;6768;all;N/A;median;6768;13;121.241;87158;25991;87.16;25.99
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jul-22;209024;63345;all;N/A;median;63345;10;8.925;91314;24325;91.31;24.33
All Providers Combined;Bogotá, Bogota, Colombia;;jul-22;804514;242910;all;N/A;median;242910;8;63.625;93863;32776;93.86;32.78
Movistar;Colombia;;jul-22;360933;109753;all;N/A;median;109753;15;78.751;126689;106461;126.69;106.46
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jul-22;32433;10800;all;N/A;median;10800;19;71.855;142353;128377;142.35;128.38
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jul-22;10177;3325;all;N/A;median;3325;38;11.5;106258;94628;106.26;94.63
Movistar;Medellín, Medellin, Antioquia, Colombia;;jul-22;29929;8217;all;N/A;median;8217;18;6.8;219168;200370;219.17;200.37
Movistar;Bogotá, Bogota, Colombia;;jul-22;100224;30851;all;N/A;median;30851;6;51.527;164130;137227;164.13;137.23
Claro;Colombia;;jul-22;853595;258736;all;N/A;median;258736;13;92.261;87581;29713;87.58;29.71
Claro;Cali, Cali, Valle del Cauca, Colombia;;jul-22;51302;15349;all;N/A;median;15349;19;97.377;79319;27423;79.32;27.42
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jul-22;2632;768;all;N/A;median;768;11;113.052;63291;28074;63.29;28.07
Claro;Medellín, Medellin, Antioquia, Colombia;;jul-22;50717;16656;all;N/A;median;16656;10;103.164;91424;30429;91.42;30.43
Claro;Bogotá, Bogota, Colombia;;jul-22;333278;104276;all;N/A;median;104276;10;79.125;90023;30156;90.02;30.16
Tigo;Colombia;;jul-22;480099;139549;all;N/A;median;139549;12;98.698;72047;13671;72.05;13.67
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jul-22;21014;6372;all;N/A;median;6372;14;93.583;56742;12293;56.74;12.29
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jul-22;9643;2905;all;N/A;median;2905;11;124.066;72239;13549;72.24;13.55
Tigo;Medellín, Medellin, Antioquia, Colombia;;jul-22;119493;38296;all;N/A;median;38296;9;82.954;81166;17280;81.17;17.28
Tigo;Bogotá, Bogota, Colombia;;jul-22;52164;17037;all;N/A;median;17037;10;65.812;76791;13618;76.79;13.62
ETB;Colombia;;jul-22;303140;93575;all;N/A;median;93575;4;3.901;94494;94392;94.49;94.39
ETB;Cali, Cali, Valle del Cauca, Colombia;;jul-22;9;7;all;N/A;median;7;11;15.505;4663;4588;4.66;4.59
ETB;Cartagena, Cartagena, Bolívar, Colombia;;jul-22;3;3;all;N/A;median;3;23;12.772;28875;10113;28.88;10.11
ETB;Medellín, Medellin, Antioquia, Colombia;;jul-22;235;109;all;N/A;median;109;9;54.125;29150;25512;29.15;25.51
ETB;Bogotá, Bogota, Colombia;;jul-22;284492;88761;all;N/A;median;88761;4;37.333;95818;94667;95.82;94.67
All Providers Combined;Colombia;;Aug 2022;2376264;645018;all;N/A;median;645018;12;8.9;84658;30678;84.66;30.68
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;129231;38655;all;N/A;median;38655;18;9.4;77477;29369;77.48;29.37
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2022;23355;6662;all;N/A;median;6662;11;111.664;92895;28360;92.90;28.36
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;211139;64171;all;N/A;median;64171;10;89.125;93676;26904;93.68;26.90
All Providers Combined;Bogotá, Bogota, Colombia;;Aug 2022;847070;246780;all;N/A;median;246780;8;6.4;93957;33187;93.96;33.19
Movistar;Colombia;;Aug 2022;397698;115641;all;N/A;median;115641;14;78.963;131945;110370;131.95;110.37
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;35231;11212;all;N/A;median;11212;20;76.687;139998;113618;140.00;113.62
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2022;11330;3474;all;N/A;median;3474;8;113.385;110474;95515;110.47;95.52
Movistar;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;34262;8923;all;N/A;median;8923;18;71.583;228431;214318;228.43;214.32
Movistar;Bogotá, Bogota, Colombia;;Aug 2022;111020;33172;all;N/A;median;33172;6;54.951;162121;135492;162.12;135.49
Claro;Colombia;;Aug 2022;894991;258653;all;N/A;median;258653;13;9.125;88018;30901;88.02;30.90
Claro;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;51592;15798;all;N/A;median;15798;18;91.933;81709;28928;81.71;28.93
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2022;2667;701;all;N/A;median;701;10;101.618;67725;29399;67.73;29.40
Claro;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;52247;16311;all;N/A;median;16311;10;9.75;93804;31248;93.80;31.25
Claro;Bogotá, Bogota, Colombia;;Aug 2022;357236;107249;all;N/A;median;107249;10;77.145;91125;31222;91.13;31.22
Tigo;Colombia;;Aug 2022;493220;144585;all;N/A;median;144585;12;9.525;75670;14906;75.67;14.91
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;22262;6739;all;N/A;median;6739;14;84.375;61187;12688;61.19;12.69
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2022;9148;2745;all;N/A;median;2745;11;105.205;75521;14737;75.52;14.74
Tigo;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;115485;38730;all;N/A;median;38730;9;85.511;84988;18881;84.99;18.88
Tigo;Bogotá, Bogota, Colombia;;Aug 2022;56829;18813;all;N/A;median;18813;10;62.205;82800;14211;82.80;14.21
ETB;Colombia;;Aug 2022;304176;90837;all;N/A;median;90837;4;40.561;94067;93674;94.07;93.67
ETB;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;16;13;all;N/A;median;13;10;4.7;62400;35626;62.40;35.63
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2022;3;3;all;N/A;median;3;22;0.815;17854;19051;17.85;19.05
ETB;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;57;32;all;N/A;median;32;11;67.827;17430;25734;17.43;25.73
ETB;Bogotá, Bogota, Colombia;;Aug 2022;287154;86092;all;N/A;median;86092;4;39.037;94665;94281;94.67;94.28
All Providers Combined;Colombia;;sep-22;2212610;602957;all;N/A;median;602957;11;84.533;86825;31771;86.83;31.77
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;sep-22;124315;36932;all;N/A;median;36932;19;89.842;79809;31291;79.81;31.29
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;sep-22;24542;6267;all;N/A;median;6267;9;112.187;93967;29859;93.97;29.86
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;sep-22;192571;59141;all;N/A;median;59141;10;83.125;94480;28363;94.48;28.36
All Providers Combined;Bogotá, Bogota, Colombia;;sep-22;801746;232956;all;N/A;median;232956;8;6.275;94382;38066;94.38;38.07
Movistar;Colombia;;sep-22;423369;115267;all;N/A;median;115267;12;7.625;137490;115877;137.49;115.88
Movistar;Cali, Cali, Valle del Cauca, Colombia;;sep-22;35615;10608;all;N/A;median;10608;20;6.95;148312;94829;148.31;94.83
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;sep-22;13551;3555;all;N/A;median;3555;6;109.625;112255;106552;112.26;106.55
Movistar;Medellín, Medellin, Antioquia, Colombia;;sep-22;33626;9030;all;N/A;median;9030;17;72.577;223088;225813;223.09;225.81
Movistar;Bogotá, Bogota, Colombia;;sep-22;124971;33949;all;N/A;median;33949;6;55.416;163574;141922;163.57;141.92
Claro;Colombia;;sep-22;767848;231340;all;N/A;median;231340;13;87.875;88572;31470;88.57;31.47
Claro;Cali, Cali, Valle del Cauca, Colombia;;sep-22;46192;14387;all;N/A;median;14387;18;91.944;83094;31418;83.09;31.42
Claro;Cartagena, Cartagena, Bolívar, Colombia;;sep-22;2465;679;all;N/A;median;679;11;10.355;65582;28584;65.58;28.58
Claro;Medellín, Medellin, Antioquia, Colombia;;sep-22;45995;14909;all;N/A;median;14909;10;91.627;94691;31702;94.69;31.70
Claro;Bogotá, Bogota, Colombia;;sep-22;310096;94844;all;N/A;median;94844;11;77.625;90132;31405;90.13;31.41
Tigo;Colombia;;sep-22;447465;131882;all;N/A;median;131882;12;92.375;75370;16094;75.37;16.09
Tigo;Cali, Cali, Valle del Cauca, Colombia;;sep-22;22288;6779;all;N/A;median;6779;15;7.475;61575;12893;61.58;12.89
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;sep-22;8248;2272;all;N/A;median;2272;11;10.975;77003;17793;77.00;17.79
Tigo;Medellín, Medellin, Antioquia, Colombia;;sep-22;104550;34956;all;N/A;median;34956;9;7.8;89678;20290;89.68;20.29
Tigo;Bogotá, Bogota, Colombia;;sep-22;47592;16169;all;N/A;median;16169;10;6.166;85520;16052;85.52;16.05
ETB;Colombia;;sep-22;309716;92286;all;N/A;median;92286;4;40.333;94510;94116;94.51;94.12
ETB;Cali, Cali, Valle del Cauca, Colombia;;sep-22;15;7;all;N/A;median;7;17;41.875;62813;47579;62.81;47.58
ETB;Cartagena, Cartagena, Bolívar, Colombia;;sep-22;2;2;all;N/A;median;2;20;244.461;14395;14807;14.40;14.81
ETB;Medellín, Medellin, Antioquia, Colombia;;sep-22;162;67;all;N/A;median;67;10;65.799;34542;38153;34.54;38.15
ETB;Bogotá, Bogota, Colombia;;sep-22;289978;87179;all;N/A;median;87179;4;38.799;96771;94568;96.77;94.57
All Providers Combined;Colombia;;oct-22;2178145;607102;all;N/A;median;607102;11;84.895;87284;31928;87.28;31.93
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;oct-22;128426;39079;all;N/A;median;39079;18;93.209;79678;31527;79.68;31.53
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;oct-22;25426;6435;all;N/A;median;6435;9;120.463;93925;30880;93.93;30.88
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;oct-22;205328;63783;all;N/A;median;63783;10;8.375;94582;28479;94.58;28.48
All Providers Combined;Bogotá, Bogota, Colombia;;oct-22;741965;224563;all;N/A;median;224563;8;60.625;94514;38819;94.51;38.82
Movistar;Colombia;;oct-22;423500;120736;all;N/A;median;120736;12;73.485;143488;122915;143.49;122.92
Movistar;Cali, Cali, Valle del Cauca, Colombia;;oct-22;35468;11328;all;N/A;median;11328;20;68.129;156693;109209;156.69;109.21
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;oct-22;14697;3702;all;N/A;median;3702;6;118.448;112213;104706;112.21;104.71
Movistar;Medellín, Medellin, Antioquia, Colombia;;oct-22;32416;9062;all;N/A;median;9062;17;64.937;219843;224178;219.84;224.18
Movistar;Bogotá, Bogota, Colombia;;oct-22;119274;34306;all;N/A;median;34306;6;50.966;173361;149352;173.36;149.35
Claro;Colombia;;oct-22;735516;227971;all;N/A;median;227971;13;86.762;88979;31654;88.98;31.65
Claro;Cali, Cali, Valle del Cauca, Colombia;;oct-22;47004;14936;all;N/A;median;14936;18;97.875;78693;30918;78.69;30.92
Claro;Cartagena, Cartagena, Bolívar, Colombia;;oct-22;2259;664;all;N/A;median;664;11;104.644;66213;29275;66.21;29.28
Claro;Medellín, Medellin, Antioquia, Colombia;;oct-22;52834;17202;all;N/A;median;17202;10;90.333;95113;31630;95.11;31.63
Claro;Bogotá, Bogota, Colombia;;oct-22;283658;90176;all;N/A;median;90176;10;74.946;91235;31732;91.24;31.73
Tigo;Colombia;;oct-22;467295;137575;all;N/A;median;137575;12;9.706;76299;16469;76.30;16.47
Tigo;Cali, Cali, Valle del Cauca, Colombia;;oct-22;22985;6986;all;N/A;median;6986;15;83.574;58964;13399;58.96;13.40
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;oct-22;8223;2297;all;N/A;median;2297;11;127.024;74918;18074;74.92;18.07
Tigo;Medellín, Medellin, Antioquia, Colombia;;oct-22;112145;37327;all;N/A;median;37327;9;8.175;91434;20432;91.43;20.43
Tigo;Bogotá, Bogota, Colombia;;oct-22;51240;17203;all;N/A;median;17203;10;61.125;82222;16975;82.22;16.98
ETB;Colombia;;oct-22;274377;85836;all;N/A;median;85836;4;3.875;94475;94543;94.48;94.54
ETB;Cali, Cali, Valle del Cauca, Colombia;;oct-22;25;10;all;N/A;median;10;9;93.583;42565;44299;42.57;44.30
ETB;Cartagena, Cartagena, Bolívar, Colombia;;oct-22;3;3;all;N/A;median;3;23;164.919;17139;17240;17.14;17.24
ETB;Medellín, Medellin, Antioquia, Colombia;;oct-22;118;52;all;N/A;median;52;12;65.521;15473;12426;15.47;12.43
ETB;Bogotá, Bogota, Colombia;;oct-22;256887;81298;all;N/A;median;81298;4;37.041;96133;94759;96.13;94.76
All Providers Combined;Colombia;;nov-22;2089638;598556;all;N/A;median;598556;11;79.657;89629;32374;89.63;32.37
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;nov-22;117731;35819;all;N/A;median;35819;19;89.732;84262;32262;84.26;32.26
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;nov-22;22527;6303;all;N/A;median;6303;8;102.824;97703;34604;97.70;34.60
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;nov-22;181498;57259;all;N/A;median;57259;10;7.1;94725;28460;94.73;28.46
All Providers Combined;Bogotá, Bogota, Colombia;;nov-22;728715;226872;all;N/A;median;226872;8;59.264;95088;39374;95.09;39.37
Movistar;Colombia;;nov-22;404289;117111;all;N/A;median;117111;12;67.625;148141;130889;148.14;130.89
Movistar;Cali, Cali, Valle del Cauca, Colombia;;nov-22;33933;10644;all;N/A;median;10644;20;6.475;162287;123585;162.29;123.59
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;nov-22;13863;3752;all;N/A;median;3752;6;94.875;137735;130470;137.74;130.47
Movistar;Medellín, Medellin, Antioquia, Colombia;;nov-22;30860;8511;all;N/A;median;8511;16;5.85;223780;230341;223.78;230.34
Movistar;Bogotá, Bogota, Colombia;;nov-22;108057;32852;all;N/A;median;32852;6;42.325;177920;155976;177.92;155.98
Claro;Colombia;;nov-22;737664;234269;all;N/A;median;234269;13;84.815;91994;31751;91.99;31.75
Claro;Cali, Cali, Valle del Cauca, Colombia;;nov-22;43540;14098;all;N/A;median;14098;19;95.987;85617;31270;85.62;31.27
Claro;Cartagena, Cartagena, Bolívar, Colombia;;nov-22;1716;599;all;N/A;median;599;11;100.845;80376;29255;80.38;29.26
Claro;Medellín, Medellin, Antioquia, Colombia;;nov-22;39645;13914;all;N/A;median;13914;10;83.125;95862;31798;95.86;31.80
Claro;Bogotá, Bogota, Colombia;;nov-22;293405;94925;all;N/A;median;94925;11;74.875;93100;31779;93.10;31.78
Tigo;Colombia;;nov-22;416973;126782;all;N/A;median;126782;12;83.125;76316;16462;76.32;16.46
Tigo;Cali, Cali, Valle del Cauca, Colombia;;nov-22;19096;5934;all;N/A;median;5934;15;8.525;55997;13028;56.00;13.03
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;nov-22;6714;2141;all;N/A;median;2141;11;116.507;73251;18569;73.25;18.57
Tigo;Medellín, Medellin, Antioquia, Colombia;;nov-22;103517;34432;all;N/A;median;34432;9;65.156;92377;20737;92.38;20.74
Tigo;Bogotá, Bogota, Colombia;;nov-22;44597;15435;all;N/A;median;15435;10;57.875;85210;17113;85.21;17.11
ETB;Colombia;;nov-22;267326;86660;all;N/A;median;86660;4;3.8;94651;94726;94.65;94.73
ETB;Cali, Cali, Valle del Cauca, Colombia;;nov-22;4;3;all;N/A;median;3;2;32.575;4741;3827;4.74;3.83
ETB;Cartagena, Cartagena, Bolívar, Colombia;;nov-22;4;2;all;N/A;median;2;21;0.6904;12419;14290;12.42;14.29
